"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
251,"1","2026-04-20T14:53:46.749432Z",251,"[{""start"":4,""end"":18,""text"":""United Nations"",""labels"":[""ORGANIZATION""]},{""start"":44,""end"":52,""text"":""New York"",""labels"":[""LOCATION""]},{""start"":56,""end"":68,""text"":""September 20"",""labels"":[""DATE""]},{""start"":72,""end"":76,""text"":""noon"",""labels"":[""TIME""]}]",28.218,"The United Nations held a climate summit in New York on September 20 at noon.","2026-04-20T14:53:46.749432Z"
252,"1","2026-04-20T14:54:21.562919Z",252,"[{""start"":0,""end"":7,""text"":""Jack Ma"",""labels"":[""PERSON""]},{""start"":17,""end"":25,""text"":""Shanghai"",""labels"":[""LOCATION""]},{""start"":52,""end"":61,""text"":""Singapore"",""labels"":[""LOCATION""]},{""start"":65,""end"":69,""text"":""2020"",""labels"":[""DATE""]}]",30.873,"Jack Ma spoke in Shanghai about investments made in Singapore in 2020.","2026-04-20T14:54:21.562919Z"
253,"1","2026-04-20T14:54:52.052892Z",253,"[{""start"":0,""end"":7,""text"":""Samsung"",""labels"":[""ORGANIZATION""]},{""start"":38,""end"":49,""text"":""South Korea"",""labels"":[""LOCATION""]},{""start"":54,""end"":59,""text"":""Japan"",""labels"":[""LOCATION""]},{""start"":68,""end"":77,""text"":""this year"",""labels"":[""DATE""]}]",27.608,"Samsung launched its latest device in South Korea and Japan earlier this year.","2026-04-20T14:54:52.052892Z"
254,"1","2026-04-20T14:55:18.358292Z",254,"[{""start"":4,""end"":13,""text"":""Red Cross"",""labels"":[""ORGANIZATION""]},{""start"":40,""end"":45,""text"":""Sudan"",""labels"":[""LOCATION""]},{""start"":62,""end"":66,""text"":""July"",""labels"":[""DATE""]}]",23.368,"The Red Cross provided emergency aid in Sudan after floods in July.","2026-04-20T14:55:18.358292Z"
255,"1","2026-04-20T14:55:55.421829Z",255,"[{""start"":0,""end"":13,""text"":""Oprah Winfrey"",""labels"":[""PERSON""]},{""start"":26,""end"":38,""text"":""Barack Obama"",""labels"":[""PERSON""]},{""start"":42,""end"":49,""text"":""Chicago"",""labels"":[""LOCATION""]},{""start"":53,""end"":60,""text"":""Tuesday"",""labels"":[""DATE""]},{""start"":61,""end"":68,""text"":""evening"",""labels"":[""TIME""]}]",33.968,"Oprah Winfrey interviewed Barack Obama in Chicago on Tuesday evening.","2026-04-20T14:55:55.421829Z"
256,"1","2026-04-20T14:56:25.021099Z",256,"[{""start"":0,""end"":7,""text"":""Twitter"",""labels"":[""ORGANIZATION""]},{""start"":29,""end"":42,""text"":""San Francisco"",""labels"":[""LOCATION""]},{""start"":49,""end"":55,""text"":""Google"",""labels"":[""ORGANIZATION""]},{""start"":77,""end"":83,""text"":""Zurich"",""labels"":[""LOCATION""]}]",26.535,"Twitter announced updates in San Francisco while Google held a conference in Zurich.","2026-04-20T14:56:25.022092Z"
257,"1","2026-04-20T14:57:25.835378Z",257,"[{""start"":0,""end"":7,""text"":""Alibaba"",""labels"":[""ORGANIZATION""]},{""start"":33,""end"":39,""text"":""Europe"",""labels"":[""LOCATION""]},{""start"":44,""end"":50,""text"":""Africa"",""labels"":[""LOCATION""]},{""start"":58,""end"":62,""text"":""2021"",""labels"":[""DATE""]}]",53.808,"Alibaba expanded into markets in Europe and Africa during 2021.","2026-04-20T14:57:25.835378Z"
258,"1","2026-04-20T14:57:49.393289Z",258,"[{""start"":4,""end"":29,""text"":""World Health Organization"",""labels"":[""ORGANIZATION""]},{""start"":53,""end"":59,""text"":""Geneva"",""labels"":[""LOCATION""]},{""start"":60,""end"":69,""text"":""last week"",""labels"":[""DATE""]}]",20.082,"The World Health Organization issued guidelines from Geneva last week.","2026-04-20T14:57:49.393289Z"
259,"1","2026-04-20T14:58:19.446920Z",259,"[{""start"":0,""end"":15,""text"":""Mark Zuckerberg"",""labels"":[""PERSON""]},{""start"":30,""end"":40,""text"":""California"",""labels"":[""LOCATION""]},{""start"":44,""end"":53,""text"":""Indonesia"",""labels"":[""LOCATION""]},{""start"":61,""end"":68,""text"":""morning"",""labels"":[""TIME""]}]",26.864,"Mark Zuckerberg traveled from California to Indonesia in the morning.","2026-04-20T14:58:19.446920Z"
260,"1","2026-04-20T14:58:54.798152Z",260,"[{""start"":0,""end"":12,""text"":""Lionel Messi"",""labels"":[""PERSON""]},{""start"":23,""end"":28,""text"":""Miami"",""labels"":[""LOCATION""]},{""start"":47,""end"":56,""text"":""Argentina"",""labels"":[""LOCATION""]},{""start"":60,""end"":68,""text"":""December"",""labels"":[""DATE""]}]",31.056,"Lionel Messi played in Miami before heading to Argentina in December.","2026-04-20T14:58:54.798152Z"
261,"1","2026-04-20T14:59:27.449828Z",261,"[{""start"":4,""end"":18,""text"":""European Union"",""labels"":[""ORGANIZATION""]},{""start"":26,""end"":34,""text"":""Brussels"",""labels"":[""LOCATION""]},{""start"":65,""end"":72,""text"":""Germany"",""labels"":[""LOCATION""]},{""start"":77,""end"":83,""text"":""France"",""labels"":[""LOCATION""]}]",29.349,"The European Union met in Brussels to discuss policies affecting Germany and France.","2026-04-20T14:59:27.449828Z"
262,"1","2026-04-20T14:59:51.336081Z",262,"[{""start"":0,""end"":10,""text"":""Jeff Bezos"",""labels"":[""PERSON""]},{""start"":40,""end"":46,""text"":""Berlin"",""labels"":[""LOCATION""]},{""start"":66,""end"":72,""text"":""Amazon"",""labels"":[""ORGANIZATION""]}]",20.026,"Jeff Bezos attended a business forum in Berlin where leaders from Amazon were present.","2026-04-20T14:59:51.336081Z"
263,"1","2026-04-20T15:00:24.851847Z",263,"[{""start"":0,""end"":5,""text"":""Apple"",""labels"":[""ORGANIZATION""]},{""start"":31,""end"":41,""text"":""California"",""labels"":[""LOCATION""]},{""start"":66,""end"":75,""text"":""September"",""labels"":[""DATE""]}]",27.119,"Apple revealed new products in California during an event held in September.","2026-04-20T15:00:24.851847Z"
264,"1","2026-04-20T15:00:57.464004Z",264,"[{""start"":0,""end"":10,""text"":""Bill Gates"",""labels"":[""PERSON""]},{""start"":32,""end"":38,""text"":""Uganda"",""labels"":[""LOCATION""]},{""start"":43,""end"":48,""text"":""Kenya"",""labels"":[""LOCATION""]},{""start"":57,""end"":67,""text"":""this month"",""labels"":[""DATE""]}]",26.42,"Bill Gates visited hospitals in Uganda and Kenya earlier this month.","2026-04-20T15:00:57.464004Z"
265,"1","2026-04-20T15:01:27.987593Z",265,"[{""start"":0,""end"":8,""text"":""Facebook"",""labels"":[""ORGANIZATION""]},{""start"":27,""end"":36,""text"":""Microsoft"",""labels"":[""ORGANIZATION""]},{""start"":62,""end"":67,""text"":""India"",""labels"":[""LOCATION""]},{""start"":71,""end"":75,""text"":""2022"",""labels"":[""DATE""]}]",26.951,"Facebook collaborated with Microsoft on a project launched in India in 2022.","2026-04-20T15:01:27.987593Z"
266,"1","2026-04-20T15:01:55.149408Z",266,"[{""start"":4,""end"":17,""text"":""African Union"",""labels"":[""ORGANIZATION""]},{""start"":38,""end"":46,""text"":""Ethiopia"",""labels"":[""LOCATION""]},{""start"":70,""end"":75,""text"":""Sudan"",""labels"":[""LOCATION""]},{""start"":80,""end"":85,""text"":""Egypt"",""labels"":[""LOCATION""]}]",23.65,"The African Union held discussions in Ethiopia involving leaders from Sudan and Egypt.","2026-04-20T15:01:55.149408Z"
267,"1","2026-04-20T15:02:44.277908Z",267,"[{""start"":0,""end"":17,""text"":""Cristiano Ronaldo"",""labels"":[""PERSON""]},{""start"":22,""end"":34,""text"":""Lionel Messi"",""labels"":[""PERSON""]},{""start"":66,""end"":71,""text"":""Paris"",""labels"":[""LOCATION""]},{""start"":75,""end"":79,""text"":""8 PM"",""labels"":[""TIME""]}]",43.951,"Cristiano Ronaldo and Lionel Messi attended an awards ceremony in Paris at 8 PM.","2026-04-20T15:02:44.277908Z"
268,"1","2026-04-20T15:03:19.713691Z",268,"[{""start"":0,""end"":6,""text"":""Google"",""labels"":[""ORGANIZATION""]},{""start"":11,""end"":14,""text"":""IBM"",""labels"":[""ORGANIZATION""]},{""start"":51,""end"":59,""text"":""New York"",""labels"":[""LOCATION""]},{""start"":63,""end"":70,""text"":""April 5"",""labels"":[""DATE""]}]",32.029,"Google and IBM partnered on a project announced in New York on April 5.","2026-04-20T15:03:19.713691Z"
269,"1","2026-04-20T15:03:41.646504Z",269,"[{""start"":0,""end"":13,""text"":""Angela Merkel"",""labels"":[""PERSON""]},{""start"":31,""end"":37,""text"":""Berlin"",""labels"":[""LOCATION""]},{""start"":70,""end"":84,""text"":""United Nations"",""labels"":[""ORGANIZATION""]}]",19.086,"Angela Merkel gave a speech in Berlin during a summit attended by the United Nations.","2026-04-20T15:03:41.646504Z"
270,"1","2026-04-20T15:04:14.879847Z",270,"[{""start"":4,""end"":14,""text"":""World Bank"",""labels"":[""ORGANIZATION""]},{""start"":19,""end"":46,""text"":""International Monetary Fund"",""labels"":[""ORGANIZATION""]},{""start"":54,""end"":64,""text"":""Washington"",""labels"":[""LOCATION""]},{""start"":68,""end"":78,""text"":""October 10"",""labels"":[""DATE""]}]",30.387,"The World Bank and International Monetary Fund met in Washington on October 10.","2026-04-20T15:04:14.879847Z"
